,Timestamp,State,joint_angles_1,joint_angles_2,joint_angles_3,joint_angles_4,joint_angles_5,joint_angles_6,joint_velocity_1,joint_velocity_2,joint_velocity_3,joint_velocity_4,joint_velocity_5,joint_velocity_6,fts_reading_1,fts_reading_2,fts_reading_3,fts_reading_4,fts_reading_5,fts_reading_6,joint_torque_current_1,joint_torque_current_2,joint_torque_current_3,joint_torque_current_4,joint_torque_current_5,joint_torque_current_6,pose_tx,pose_ty,pose_tz,pose_qw,pose_qx,pose_qy,pose_qz,twist_tx,twist_ty,twist_tz,twist_rx,twist_ry,twist_rz,wrench_fx,wrench_fy,wrench_fz,wrench_mx,wrench_my,wrench_mz,encoder_torques_1,encoder_torques_2,encoder_torques_3,encoder_torques_4,encoder_torques_5,encoder_torques_6,encoder_loadinc_1,encoder_loadinc_2,encoder_loadinc_3,encoder_loadinc_4,encoder_loadinc_5,encoder_loadinc_6,encoder_motorinc_1,encoder_motorinc_2,encoder_motorinc_3,encoder_motorinc_4,encoder_motorinc_5,encoder_motorinc_6,wrench__fts_fx,wrench__fts_fy,wrench__fts_fz,wrench_fts_mx,wrench_fts_my,wrench_fts_mz,target_joint_angles_1,target_joint_angles_2,target_joint_angles_3,target_joint_angles_4,target_joint_angles_5,target_joint_angles_6,target_joint_velocity_1,target_joint_velocity_2,target_joint_velocity_3,target_joint_velocity_4,target_joint_velocity_5,target_joint_velocity_6,target_joint_accelerations_1,target_joint_accelerations_2,target_joint_accelerations_3,target_joint_accelerations_4,target_joint_accelerations_5,target_joint_accelerations_6,target_joint_torque_1,target_joint_torque_2,target_joint_torque_3,target_joint_torque_4,target_joint_torque_5,target_joint_torque_6,target_pose_tx,target_pose_ty,target_pose_tz,target_pose_qw,target_pose_qx,target_pose_qy,target_pose_qz,Target_Pose_Twist_tx,Target_Pose_Twist_ty,Target_Pose_Twist_tz,Target_Pose_Twist_qw,Target_Pose_Twist_qx,Target_Pose_Twist_qy,Target_Pose_Twist_qz,Target_Pose_Acceleration_tx,Target_Pose_Acceleration_ty,Target_Pose_Acceleration_tz,Target_Pose_Acceleration_qw,Target_Pose_Acceleration_qx,Target_Pose_Acceleration_qy,Target_Pose_Acceleration_qz
10,2315.525470153,0,0.625881,0.322482,0.947357,2.68805,1.78996,-0.080819,0.00207991,0.00445694,0.0,0.0042716,0.0,0.00142387,7.719635775747616,-4.028378919849079,25.15275227719297,-0.3985607074586184,-0.1058690496639936,0.1958575657411532,-9.37756,-78.588,-69.4076,3.45526,-0.843524,-0.932316,0.586686,0.515628,1.17078,-0.244606,-0.312813,0.124063,0.909354,6.39323e-05,-0.00121901,0.00111986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439165,3316622,3674583,-2546255,15128585,2214448,-202510637,-104499717,-168636302,-725028063,59471388,21563469,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807629,-1.14437e-07,9.51274e-08,-5.79139e-07,-3.72285e-07,7.432e-07,1.41862e-06,1.45702e-06,-1.21122e-06,7.37261e-06,4.74319e-06,-9.46064e-06,-1.80645e-05,3.80285e-06,-88.6086,-51.0096,-0.792221,-1.37451,-0.194512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2315.527414661,0,0.62588,0.322481,0.947359,2.68805,1.78996,-0.0808134,0.00029713,0.00326842,-0.00569547,0.0042716,0.0,0.0042716,7.719635775747616,-4.028378919849079,25.15275227719297,-0.3985607074586184,-0.1058690496639936,0.1958575657411532,-10.8046,-76.1417,-65.3045,1.55487,-0.477257,-1.40957,0.586686,0.515626,1.17078,-0.244608,-0.312814,0.124063,0.909353,0.000180532,-0.000935177,-5.83403e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439170,3316625,3674587,-2546259,15128592,2214433,-202510560,-104499803,-168636514,-725028250,59471559,21563274,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807629,-1.34743e-07,1.12007e-07,-6.81905e-07,-4.38332e-07,8.7508e-07,1.67033e-06,3.19226e-06,-2.65372e-06,1.6153e-05,1.03921e-05,-2.07278e-05,-3.95783e-05,1.0103e-05,-88.6085,-51.0095,-0.792224,-1.37452,-0.194514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2315.529401031,0,0.62588,0.322485,0.947359,2.68805,1.78996,-0.0808156,0.00118852,0.00386268,-0.000355967,-0.0,0.0,0.00177984,7.714125513684387,-4.036413015705647,25.16654402335177,-0.3988415867704004,-0.1057649350464888,0.1960462721540168,-10.3969,-80.0151,-69.2349,4.10313,-0.577148,-0.932316,0.586689,0.515629,1.17078,-0.244608,-0.312812,0.124066,0.909353,0.00132253,0.00164326,-0.00178459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439168,3316614,3674588,-2546250,15128589,2214439,-202510460,-104499887,-168636433,-725028107,59471711,21563444,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807629,-1.49043e-07,1.23894e-07,-7.54285e-07,-4.84829e-07,9.67967e-07,1.84759e-06,6.14748e-06,-5.11039e-06,3.11065e-05,2.00125e-05,-3.99164e-05,-7.62177e-05,2.21352e-05,-88.6083,-51.0095,-0.792226,-1.37453,-0.194515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2315.531392085,0,0.625881,0.322484,0.94736,2.68805,1.78997,-0.0808156,0.000594259,0.00237704,-0.00569547,0.00498354,-0.000355967,0.00355967,7.714125513684387,-4.036413015705647,25.16654402335177,-0.3988415867704004,-0.1057649350464888,0.1960462721540168,-10.3969,-80.0151,-65.3045,3.10974,-0.477257,-1.35408,0.586688,0.515628,1.17078,-0.244608,-0.312813,0.124065,0.909353,-0.000738109,-0.000372967,0.000320695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439167,3316619,3674591,-2546250,15128594,2214439,-202510384,-104499898,-168636610,-725028178,59471824,21563300,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807629,-1.53629e-07,1.27704e-07,-7.77503e-07,-4.99699e-07,9.9777e-07,1.90439e-06,1.07928e-05,-8.97201e-06,5.46119e-05,3.51348e-05,-7.00788e-05,-0.000133811,4.2627e-05,-88.6088,-51.0096,-0.792214,-1.37452,-0.194517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2315.533393114,0,0.625878,0.322484,0.947359,2.68805,1.78996,-0.0808141,0.00118852,0.00267417,-0.0021358,0.00391564,0.0,0.0010679,7.714125513684387,-4.036413015705647,25.16654402335177,-0.3988415867704004,-0.1057649350464888,0.1960462721540168,-10.8046,-80.0151,-67.3776,2.07316,-0.532752,-0.832425,0.586689,0.515627,1.17078,-0.244608,-0.312813,0.124066,0.909353,0.00072214,-0.000724116,0.000230766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439174,3316618,3674588,-2546250,15128591,2214435,-202510326,-104499905,-168636568,-725028328,59471955,21563471,0,0,0,0,0,0,0.625844,0.32166,0.947022,2.68838,1.78999,-0.0807629,-1.43502e-07,1.19286e-07,-7.26282e-07,-4.66678e-07,9.32051e-07,1.7788e-06,1.76749e-05,-1.46932e-05,8.94361e-05,5.7539e-05,-0.000114766,-0.000219138,7.48374e-05,-88.6085,-51.0094,-0.792207,-1.37454,-0.194521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2315.535424071,0,0.625879,0.322481,0.947358,2.68804,1.78997,-0.0808111,0.000594259,0.000594259,-0.00391564,-0.0,0.0,0.00498354,7.714125513684387,-4.036413015705647,25.16654402335177,-0.3988415867704004,-0.1057649350464888,0.1960462721540168,-9.37756,-78.0784,-65.4773,4.27589,0.044396,-1.72035,0.586686,0.515626,1.17078,-0.244609,-0.312815,0.124066,0.909352,-0.00171597,-0.000505635,0.00135327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439171,3316626,3674585,-2546244,15128595,2214427,-202510260,-104499837,-168636673,-725028137,59472155,21563278,0,0,0,0,0,0,0.625844,0.32166,0.947022,2.68838,1.78999,-0.0807629,-1.12191e-07,9.3256e-08,-5.67865e-07,-3.64692e-07,7.28778e-07,1.39056e-06,2.74176e-05,-2.27922e-05,0.000138734,8.92553e-05,-0.000178026,-0.000339929,0.000122559,-88.6084,-51.0093,-0.792197,-1.37455,-0.194526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2315.537420157,0,0.625881,0.322485,0.947357,2.68805,1.78997,-0.0808137,0.000891389,0.00207991,-0.0032037,0.00569547,0.0,0.0010679,7.714125513684387,-4.036413015705647,25.16654402335177,-0.3988415867704004,-0.1057649350464888,0.1960462721540168,-9.88721,-80.4228,-67.7232,2.24592,-0.732534,-1.0877,0.586688,0.515629,1.17078,-0.244609,-0.312814,0.124065,0.909352,0.00103683,0.00142521,-0.00138397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439166,3316614,3674582,-2546250,15128598,2214434,-202510170,-104499805,-168636670,-725028317,59472361,21563514,0,0,0,0,0,0,0.625844,0.32166,0.947022,2.68838,1.78999,-0.0807629,-5.15535e-08,4.28468e-08,-2.61052e-07,-1.67235e-07,3.35079e-07,6.38715e-07,4.07211e-05,-3.38514e-05,0.000206051,0.000132563,-0.000264407,-0.000504869,0.000190114,-88.6078,-51.0091,-0.792175,-1.37458,-0.194534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2315.540840172,0,0.625882,0.322485,0.947358,2.68805,1.78996,-0.0808126,0.00148565,-0.0,-0.00355967,0.0021358,-0.000355967,0.00498354,7.713087449874918,-4.011062770358606,25.18523708700433,-0.3986274206955656,-0.1058663948670706,0.1965026276978363,-12.2316,-78.588,-67.5504,2.07316,-0.843524,-1.77584,0.586688,0.51563,1.17078,-0.24461,-0.312812,0.124065,0.909353,0.000180046,0.000453468,-0.000164252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439164,3316614,3674585,-2546252,15128589,2214431,-202510147,-104499699,-168636777,-725028370,59472537,21563317,0,0,0,0,0,0,0.625844,0.32166,0.947022,2.68838,1.78999,-0.0807629,4.84153e-08,-4.02581e-08,2.44777e-07,1.5826e-07,-3.13999e-07,-6.00763e-07,5.83624e-05,-4.85166e-05,0.000295317,0.000189993,-0.000378955,-0.00072359,0.000282362,-88.6081,-51.0089,-0.792163,-1.3746,-0.194543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2315.541761637,0,0.625881,0.322484,0.947359,2.68805,1.78997,-0.0808137,0.000891389,0.00148565,-0.00355967,0.00142387,0.0,0.000711934,7.713087449874918,-4.011062770358606,25.18523708700433,-0.3986274206955656,-0.1058663948670706,0.1965026276978363,-7.54282,-82.7672,-67.3776,4.62142,-0.366267,-0.987811,0.586687,0.515629,1.17078,-0.24461,-0.312814,0.124065,0.909352,-0.000483828,-0.000493398,0.000161083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439165,3316617,3674586,-2546250,15128598,2214434,-202510076,-104499621,-168636747,-725028224,59472703,21563567,0,0,0,0,0,0,0.625844,0.32166,0.947022,2.68838,1.78999,-0.0807629,1.99772e-07,-1.66081e-07,1.01063e-06,6.51042e-07,-1.29674e-06,-2.47735e-06,8.11955e-05,-6.74978e-05,0.000410854,0.000264324,-0.000527213,-0.00100668,0.000404689,-88.6078,-51.0086,-0.79214,-1.37461,-0.194555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2315.543610396,0,0.625879,0.322483,0.947358,2.68805,1.78997,-0.0808137,0.000891389,0.00029713,-0.00284774,0.00533951,-0.000355967,0.00569547,7.713087449874918,-4.011062770358606,25.18523708700433,-0.3986274206955656,-0.1058663948670706,0.1965026276978363,-9.88721,-82.3594,-67.7232,2.07316,-0.732534,-1.50946,0.586687,0.515626,1.17078,-0.244608,-0.312815,0.124065,0.909352,0.000136294,-0.00116285,0.000641307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439172,3316620,3674584,-2546250,15128599,2214434,-202510010,-104499511,-168636764,-725028401,59472851,21563343,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807629,4.16817e-07,-3.46512e-07,2.10887e-06,1.35767e-06,-2.70602e-06,-5.16837e-06,0.000110151,-9.15683e-05,0.000557369,0.000358585,-0.000715225,-0.00136567,0.000563013,-88.6072,-51.0082,-0.792105,-1.37467,-0.194573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2315.55235681,0,0.62588,0.322481,0.94736,2.68805,1.78997,-0.0808119,0.00029713,-0.0,-0.0010679,-0.0,0.0,0.00569547,7.717268501178199,-3.966575666849914,25.19854616100957,-0.3981281282080874,-0.1060871709508468,0.1971007790344841,-8.46019,-87.0482,-68.2415,4.62142,-0.210881,-1.66485,0.586686,0.515626,1.17078,-0.24461,-0.312815,0.124065,0.909352,0.000297392,-0.00157473,0.00103346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439169,3316625,3674591,-2546250,15128604,2214429,-202509801,-104498506,-168636845,-725028295,59473626,21563298,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.080763,2.31724e-06,-1.92633e-06,1.1725e-05,7.54453e-06,-1.50456e-05,-2.87304e-05,0.000308493,-0.00025645,0.00156099,0.00100427,-0.00200309,-0.00382476,0.00169334,-88.6041,-51.0053,-0.791864,-1.37496,-0.194695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2315.55337131,0,0.62588,0.322482,0.94736,2.68805,1.78997,-0.0808145,0.00148565,-0.0,-0.00569547,0.00569547,-0.000355967,0.000355967,7.717268501178199,-3.966575666849914,25.19854616100957,-0.3981281282080874,-0.1060871709508468,0.1971007790344841,-10.3969,-89.4945,-66.1683,2.24592,-0.99891,-1.0877,0.586686,0.515626,1.17078,-0.244609,-0.312816,0.124063,0.909352,7.93539e-05,4.96908e-05,-5.12571e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439168,3316623,3674589,-2546255,15128607,2214436,-202509786,-104497969,-168636939,-725028423,59473784,21563502,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807631,3.16926e-06,-2.63462e-06,1.60363e-05,1.03182e-05,-2.05778e-05,-3.92939e-05,0.000384705,-0.000319805,0.00194663,0.00125237,-0.00249794,-0.00476965,0.0021391,-88.6025,-51.0041,-0.791776,-1.37507,-0.194741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2315.555393583,0,0.625879,0.322481,0.94736,2.68805,1.78998,-0.0808108,0.00029713,-0.0,-0.000711934,0.000355967,0.0,0.00533951,7.717268501178199,-3.966575666849914,25.19854616100957,-0.3981281282080874,-0.1060871709508468,0.1971007790344841,-7.95054,-90.8196,-69.9259,3.2825,-0.732534,-1.66485,0.586685,0.515625,1.17078,-0.24461,-0.312819,0.124064,0.90935,-0.000498125,-0.000674912,-1.13278e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439171,3316626,3674590,-2546247,15128622,2214426,-202509704,-104497404,-168636886,-725028366,59473916,21563320,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807631,4.23066e-06,-3.51696e-06,2.1407e-05,1.37736e-05,-2.74696e-05,-5.24535e-05,0.000474234,-0.00039423,0.00239965,0.00154382,-0.00307926,-0.00587965,0.00266755,-88.6011,-51.0027,-0.791671,-1.3752,-0.194798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2315.55740072,0,0.625878,0.322479,0.947363,2.68805,1.78997,-0.0808123,0.000594259,-0.0,-0.00569547,0.00249177,-0.000355967,0.000355967,7.717268501178199,-3.966575666849914,25.19854616100957,-0.3981281282080874,-0.1060871709508468,0.1971007790344841,-7.95054,-92.2467,-65.1749,4.44865,-0.366267,-1.1432,0.586685,0.515624,1.17078,-0.244609,-0.312816,0.124063,0.909352,0.000211428,-0.000692016,0.000421924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439174,3316632,3674597,-2546257,15128610,2214430,-202509625,-104496612,-168637018,-725028304,59474065,21563528,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807633,5.53684e-06,-4.60279e-06,2.80163e-05,1.80258e-05,-3.59508e-05,-6.86478e-05,0.000578548,-0.000480947,0.00292748,0.00188341,-0.00375659,-0.00717296,0.00328834,-88.5993,-51.0011,-0.791534,-1.37537,-0.194865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2315.559383689,0,0.625881,0.32248,0.94736,2.68805,1.78997,-0.0808126,0.00029713,-0.0,-0.000355967,0.00498354,0.0,0.00498354,7.72374454908779,-3.926369743968141,25.2058190342479,-0.3976138140598556,-0.1062717544625179,0.1976454873156168,-8.96984,-93.266,-69.5804,1.72763,-0.166485,-1.98672,0.586684,0.515626,1.17078,-0.24461,-0.312817,0.124062,0.909351,-0.000712066,0.00108687,1.56954e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439165,3316628,3674591,-2546257,15128614,2214431,-202509574,-104495720,-168636967,-725028489,59474242,21563308,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807634,7.12696e-06,-5.92465e-06,3.60624e-05,2.32023e-05,-4.62756e-05,-8.83625e-05,0.000699192,-0.000581238,0.00353795,0.00227615,-0.00453995,-0.00866874,0.00401165,-88.597,-50.9993,-0.791393,-1.37554,-0.194941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2315.561374167,0,0.625878,0.322475,0.94736,2.68805,1.78998,-0.0808164,0.000594259,-0.0,-0.00533951,-0.0,0.0,0.000355967,7.72374454908779,-3.926369743968141,25.2058190342479,-0.3976138140598556,-0.1062717544625179,0.1976454873156168,-9.88721,-94.1833,-66.3411,4.27589,-0.632643,-1.04331,0.586681,0.515621,1.17078,-0.244607,-0.312822,0.124062,0.909351,-0.00151225,-0.00228327,0.00190299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439173,3316642,3674590,-2546249,15128623,2214441,-202509467,-104494604,-168637113,-725028349,59474400,21563503,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807636,9.04416e-06,-7.51842e-06,4.57635e-05,2.94436e-05,-5.87242e-05,-0.000112132,0.000837788,-0.000696452,0.00423925,0.00272734,-0.00543987,-0.0103871,0.0048482,-88.5949,-50.9971,-0.791218,-1.37575,-0.19503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2315.563370449,0,0.625877,0.322475,0.947362,2.68805,1.78997,-0.0808126,0.00148565,-0.0,-0.0010679,0.00533951,-0.000355967,0.00533951,7.72374454908779,-3.926369743968141,25.2058190342479,-0.3976138140598556,-0.1062717544625179,0.1976454873156168,-8.96984,-96.12,-69.5804,2.93697,-0.532752,-1.82024,0.586683,0.515621,1.17078,-0.244608,-0.312819,0.124063,0.909351,0.000756346,-0.00018036,-0.000377539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439176,3316642,3674595,-2546255,15128617,2214431,-202509402,-104493311,-168637063,-725028469,59474527,21563304,0,0,0,0,0,0,0.625844,0.32166,0.947023,2.68838,1.78999,-0.0807639,1.13358e-05,-9.42342e-06,5.73591e-05,3.69037e-05,-7.36038e-05,-0.000140544,0.000996033,-0.000828001,0.00503998,0.00324249,-0.00646737,-0.012349,0.00580917,-88.5915,-50.9945,-0.791009,-1.37602,-0.195135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2315.565609802,0,0.625875,0.322468,0.947361,2.68805,1.78997,-0.0808179,0.00029713,-0.0,-0.00498354,0.00355967,-0.000355967,0.000355967,7.72374454908779,-3.926369743968141,25.2058190342479,-0.3976138140598556,-0.1062717544625179,0.1976454873156168,-9.37756,-96.12,-65.65,1.72763,-0.421762,-0.932316,0.586678,0.515616,1.17079,-0.244603,-0.312823,0.124062,0.909351,-0.00217181,-0.00231973,0.00292853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439181,3316660,3674592,-2546251,15128615,2214445,-202509316,-104492059,-168637178,-725028556,59474662,21563491,0,0,0,0,0,0,0.625845,0.32166,0.947023,2.68838,1.78999,-0.0807642,1.40534e-05,-1.16826e-05,7.11104e-05,4.57508e-05,-9.12497e-05,-0.000174238,0.0011757,-0.000977359,0.00594911,0.00382738,-0.00763399,-0.0145766,0.00690644,-88.5885,-50.9918,-0.790786,-1.37628,-0.19525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2315.567385156,0,0.625878,0.322468,0.947364,2.68805,1.78998,-0.0808171,0.00029713,-0.0,-0.0010679,-0.0,0.0,0.00462757,7.72374454908779,-3.926369743968141,25.2058190342479,-0.3976138140598556,-0.1062717544625179,0.1976454873156168,-9.37756,-97.9547,-69.2349,4.62142,-0.732534,-1.50946,0.586677,0.515618,1.17079,-0.244606,-0.312823,0.12406,0.909351,-0.000505978,0.000712916,-0.000945877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439174,3316661,3674601,-2546255,15128625,2214443,-202509214,-104490371,-168637068,-725028376,59474803,21563319,0,0,0,0,0,0,0.625845,0.32166,0.947023,2.68838,1.78999,-0.0807646,1.72533e-05,-1.43427e-05,8.7302e-05,5.61678e-05,-0.000112027,-0.000213911,0.00137865,-0.00114607,0.00697602,0.00448804,-0.00895173,-0.0170927,0.00815218,-88.5841,-50.9884,-0.790521,-1.37661,-0.195385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2315.569364564,0,0.625875,0.322461,0.947364,2.68805,1.78998,-0.0808171,0.00118852,-0.0,-0.00498354,0.00569547,-0.0010679,0.000355967,7.727554433880208,-3.90013514039134,25.21422225608084,-0.3971865589311186,-0.1063401859092701,0.1979410133301538,-9.88721,-100.809,-66.5138,2.76421,-0.788029,-0.832425,0.586674,0.515613,1.17079,-0.244604,-0.312826,0.12406,0.90935,-0.00166605,-0.00242278,0.00247729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439181,3316678,3674601,-2546254,15128624,2214443,-202509167,-104488453,-168637234,-725028589,59474844,21563511,0,0,0,0,0,0,0.625845,0.32166,0.947023,2.68838,1.78999,-0.0807651,2.09964e-05,-1.74543e-05,0.000106242,6.8353e-05,-0.000136331,-0.000260318,0.00160679,-0.00133573,0.00813046,0.00523076,-0.0104331,-0.0199214,0.00955936,-88.5803,-50.9849,-0.790232,-1.37696,-0.195535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2315.571357956,0,0.625878,0.322457,0.947365,2.68805,1.78997,-0.0808167,-0.0,-0.0,-0.000711934,0.000711934,0.0,0.00462757,7.727554433880208,-3.90013514039134,25.21422225608084,-0.3971865589311186,-0.1063401859092701,0.1979410133301538,-9.37756,-102.236,-69.9259,2.59145,-0.899019,-1.66485,0.58667,0.515613,1.17079,-0.244604,-0.312826,0.124059,0.90935,-0.00200219,-4.22198e-05,0.00167273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439173,3316689,3674602,-2546256,15128614,2214442,-202509019,-104486316,-168637112,-725028588,59474957,21563316,0,0,0,0,0,0,0.625845,0.32166,0.947024,2.68838,1.78999,-0.0807657,2.53485e-05,-2.10722e-05,0.000128264,8.25211e-05,-0.00016459,-0.000314277,0.00186215,-0.001548,0.00942258,0.00606205,-0.0120912,-0.0230873,0.0111412,-88.575,-50.9807,-0.7899,-1.37737,-0.195704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2315.573372576,0,0.625877,0.322454,0.947368,2.68805,1.78997,-0.0808152,0.00178278,-0.0,-0.00462757,0.0021358,0.0,0.00142387,7.727554433880208,-3.90013514039134,25.21422225608084,-0.3971865589311186,-0.1063401859092701,0.1979410133301538,-11.3142,-104.58,-66.1683,4.44865,-0.166485,-0.88792,0.586669,0.515611,1.17079,-0.244605,-0.312826,0.124059,0.90935,-0.000383949,-0.0011169,0.000188396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439177,3316698,3674612,-2546259,15128618,2214438,-202508979,-104484130,-168637270,-725028511,59475160,21563493,0,0,0,0,0,0,0.625845,0.32166,0.947024,2.68838,1.78999,-0.0807663,2.73843e-05,-2.27648e-05,0.000138562,8.91614e-05,-0.000177802,-0.000339528,0.00213621,-0.00177583,0.0108093,0.00695417,-0.0138707,-0.0264851,0.0129118,-88.5696,-50.9761,-0.789531,-1.37781,-0.195893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2315.575425096,0,0.625873,0.322445,0.947369,2.68805,1.78998,-0.0808156,0.00029713,-0.0,-0.0010679,0.00569547,0.0,0.00462757,7.727554433880208,-3.90013514039134,25.21422225608084,-0.3971865589311186,-0.1063401859092701,0.1979410133301538,-7.03317,-104.172,-69.2349,1.9004,-0.366267,-1.35408,0.586664,0.515604,1.1708,-0.244601,-0.31283,0.124059,0.90935,-0.00237394,-0.00342207,0.00323166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439188,3316722,3674613,-2546251,15128621,2214439,-202508890,-104481452,-168637155,-725028713,59475271,21563272,0,0,0,0,0,0,0.625845,0.32166,0.947024,2.68838,1.78999,-0.0807671,3.30205e-05,-2.74501e-05,0.000167081,0.00010751,-0.000214398,-0.000409406,0.00242651,-0.00201715,0.0122783,0.00789909,-0.0157557,-0.0300842,0.014812,-88.5639,-50.9712,-0.789138,-1.37828,-0.196095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2315.57740548,0,0.62587,0.32244,0.947368,2.68805,1.78998,-0.080819,0.00029713,-0.00207991,-0.0032037,0.000355967,-0.00142387,0.0010679,7.727554433880208,-3.90013514039134,25.21422225608084,-0.3971865589311186,-0.1063401859092701,0.1979410133301538,-8.96984,-99.8914,-67.7232,3.62803,-0.899019,-0.987811,0.586662,0.515599,1.17081,-0.244598,-0.312833,0.124057,0.90935,-0.00136928,-0.00242689,0.00241911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439195,3316736,3674610,-2546256,15128622,2214448,-202508806,-104478327,-168637230,-725028601,59475362,21563452,0,0,0,0,0,0,0.625845,0.321659,0.947025,2.68838,1.78999,-0.080768,3.94359e-05,-3.27833e-05,0.000199543,0.000128395,-0.000256055,-0.000488947,0.00274609,-0.00228282,0.0138955,0.00893934,-0.0178309,-0.0340464,0.0168246,-88.5571,-50.9659,-0.788708,-1.37881,-0.196311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
